# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 4
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_4.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.157714
# Diagonal elements of inverse mass matrix:
# 0.0171471, 2.28634, 0.0407316, 0.0186616
-31.7213,0.992069,0.184764,4,15,0,32.6848,0.216643,1.45805,1.0267,-0.129331,3.21664,26.0709,0.759109,2.87067
-31.9192,0.987836,0.0834157,5,31,0,33.3848,0.188878,1.4615,1.05596,-0.0682233,3.18888,26.0958,0.76635,2.93178
-31.7143,0.878376,0.203586,5,31,0,33.91,0.108684,-0.307982,1.29553,0.0711042,3.10868,13.2671,0.825643,3.0711
-30.5188,1,0.19808,3,7,0,31.8501,0.111227,0.266083,1.27676,0.0864107,3.11123,17.4291,0.820997,3.08641
-32.7117,0.981651,0.185731,4,15,0,34.5998,-0.196452,-0.695398,1.00117,-0.138779,2.80355,10.4584,0.752789,2.86122
-32.506,0.98139,0.128371,5,31,0,34.6853,0.227816,-0.059515,1.0231,-0.2003,3.22782,15.0685,0.758218,2.7997
-31.4799,0.99897,0.168157,5,31,0,33.7062,0.179878,1.19803,1.2102,0.0946336,3.17988,24.1857,0.804524,3.09463
-32.6749,0.989407,0.158683,5,31,0,34.5461,0.164374,1.55543,1.05478,-0.165445,3.16437,26.7769,0.766058,2.83455
-31.7464,0.99899,0.164199,4,19,0,33.8733,0.118228,-1.12036,1.15969,-0.0423227,3.11823,7.3774,0.792024,2.95768
-30.4972,0.999029,0.120436,3,15,0,32.3991,0.118325,0.340178,1.15027,0.0424698,3.11832,17.9663,0.789691,3.04247
-30.1151,0.889937,0.179334,4,15,0,32.7808,0.124216,0.647161,1.19562,0.0149818,3.12422,20.1919,0.800917,3.01498
-29.6537,0.985669,0.15009,4,31,0,31.118,0.0514562,0.421906,1.113,-0.04623,3.05146,18.5588,0.780467,2.95377
-30.9795,0.990161,0.190418,4,31,0,31.0682,-0.0717176,-0.661926,0.978282,-0.213137,2.92828,10.701,0.747125,2.78686
-31.2661,0.990701,0.194004,4,15,0,32.0786,-0.0706204,-1.11966,0.996373,-0.164596,2.92938,7.38245,0.751602,2.8354
-29.8439,0.956952,0.148539,4,15,0,32.5835,-0.0484372,-0.241097,1.10319,-0.052579,2.95156,13.752,0.77804,2.94742
-30.2867,0.984585,0.128826,6,79,0,31.109,0.0328866,-0.0234444,1.23455,0.111365,3.03289,15.33,0.81055,3.11136
-30.2605,0.995099,0.103884,5,39,0,31.2155,-0.00859642,0.119702,1.1836,-0.0267543,2.9914,16.3678,0.79794,2.97325
-31.7015,0.899188,0.14495,2,3,0,32.3106,0.00159738,0.036241,1.2063,-0.0446103,3.0016,15.7627,0.803559,2.95539
-29.8489,0.998479,0.0981799,3,15,0,32.6444,0.0428523,-0.537603,1.17416,0.0105949,3.04285,11.6024,0.795605,3.01059
-30.8453,0.981783,0.0826669,4,31,0,31.4491,0.00520996,-0.519159,1.18784,-0.0370134,3.00521,11.7361,0.79899,2.96299
-30.8806,0.99065,0.178774,4,23,0,31.2708,0.0274276,0.327217,1.25351,0.0327654,3.02743,17.8723,0.815242,3.03277
-31.8506,0.990878,0.191923,4,15,0,33.8088,-0.0400028,-0.332626,1.29795,0.201127,2.96,13.0885,0.826241,3.20113
-32.2665,0.966684,0.224039,3,15,0,34.4558,-0.042292,-1.27048,1.0619,-0.0392431,2.95771,6.28902,0.76782,2.96076
-31.111,0.999836,0.0896943,5,63,0,33.1372,-0.0159503,-1.30205,1.14911,-0.0387943,2.98405,6.06017,0.789404,2.96121
-30.7489,0.993073,0.0981822,5,31,0,32.1603,0.0563717,1.07134,1.18788,0.0373265,3.05637,23.2672,0.799001,3.03733
-30.7606,0.828307,0.230014,2,7,0,33.2715,0.175477,-0.386594,1.1888,0.0105841,3.17548,12.6972,0.799228,3.01058
-30.34,0.995962,0.227236,3,15,0,32.4031,-0.0939936,-0.631332,1.17232,0.00304239,2.90601,10.9228,0.795149,3.00304
-30.867,0.965364,0.198434,4,15,0,31.8088,-0.123824,-0.665995,1.17169,-0.0265684,2.87618,10.6715,0.794993,2.97343
-31.4026,0.955712,0.211681,4,15,0,32.8295,0.26552,0.680897,1.00426,-0.160115,3.26552,20.4365,0.753555,2.83988
-30.3036,0.970236,0.165224,4,15,0,33.1726,0.139412,0.847599,1.20262,0.0518932,3.13941,21.6451,0.802648,3.05189
-30.4914,0.999724,0.0843558,6,63,0,31.067,-0.0905778,-0.66281,1.03931,-0.13134,2.90942,10.6946,0.762228,2.86866
-33.621,0.90963,0.0836831,3,15,0,35.1776,-0.0224351,-0.977005,1.11352,-0.159266,2.97756,8.41671,0.780596,2.84073
-30.0767,0.943753,0.16325,3,15,0,36.4312,-0.0201497,-0.0725356,1.21197,0.0735722,2.97985,14.9741,0.804962,3.07357
-31.5373,0.895397,0.171164,3,9,0,33.3548,-0.0507408,-0.981102,1.25688,0.0387934,2.94926,8.38701,0.816078,3.03879
-33.9209,0.999048,0.106313,4,23,0,35.5945,0.316632,1.55407,1.3286,0.12499,3.31663,26.767,0.833829,3.12499
-34.0038,0.999808,0.195148,4,31,0,35.0518,-0.206538,-1.31149,1.0233,-0.21111,2.79346,5.99171,0.758266,2.78889
-32.7199,0.993673,0.112541,5,31,0,36.2955,0.217365,1.12715,0.922069,-0.203149,3.21736,23.6718,0.733212,2.79685
-32.1399,0.999502,0.207424,5,39,0,34.5006,0.179279,-0.278071,1.36481,0.177038,3.17928,13.484,0.84279,3.17704
-32.232,0.985107,0.137916,4,15,0,32.9864,0.0793489,0.846114,1.3105,0.215144,3.07935,21.6343,0.82935,3.21514
-31.2933,0.995087,0.167431,3,7,0,32.6067,0.0981182,0.845971,1.33759,0.184978,3.09812,21.6333,0.836053,3.18498
-35.6097,0.922397,0.107655,5,31,0,38.4662,0.426454,0.903815,1.05047,-0.0133064,3.42645,22.0527,0.76499,2.98669
-33.364,1,0.168606,3,7,0,36.4414,0.420148,0.401493,1.12772,-0.0136311,3.42015,18.4108,0.78411,2.98637
-34.5743,0.984773,0.221926,4,15,0,35.3249,0.46426,1.72599,1.11803,-0.0119652,3.46426,28.0134,0.781712,2.98803
-31.0524,0.994279,0.180589,4,31,0,37.0776,0.00820811,0.302586,0.932157,-0.221202,3.00821,17.6937,0.735709,2.7788
-31.042,0.887378,0.230304,5,39,0,33.0276,0.170975,0.131047,1.015,-0.187287,3.17097,16.4501,0.756212,2.81271
-30.5796,0.998443,0.0909333,5,31,0,32.708,-0.102877,-0.259721,1.05161,-0.142856,2.89712,13.617,0.765274,2.85714
-30.8061,0.959044,0.154422,4,15,0,32.8927,-0.0598429,0.396276,1.0476,-0.0892129,2.94016,18.373,0.76428,2.91079
-31.6189,0.973088,0.131503,4,31,0,35.4441,0.138639,1.5422,1.14045,-0.0326019,3.13864,26.6809,0.787262,2.9674
-30.1547,0.99991,0.138968,4,15,0,31.9616,0.0833299,-0.689718,1.15514,0.000180777,3.08333,10.4995,0.790898,3.00018
-30.1711,0.94791,0.154076,3,15,0,31.2537,0.031638,-0.310861,1.14387,0.0258942,3.03164,13.2463,0.788107,3.02589
-30.208,0.988409,0.120404,4,31,0,33.061,0.013691,0.738888,1.12145,-0.031786,3.01369,20.8569,0.782559,2.96821
-30.4355,0.987166,0.171549,3,15,0,31.6912,0.0964807,0.960523,1.1817,0.0385987,3.09648,22.4638,0.797471,3.0386
-31.4895,0.957534,0.12397,4,23,0,32.6464,-0.041624,-1.17119,1.19978,-0.0150243,2.95838,7.00887,0.801945,2.98498
-31.5725,0.995654,0.181437,4,15,0,32.4512,-0.0897814,0.611089,1.13588,0.00596172,2.91022,19.9304,0.78613,3.00596
-30.6391,0.968229,0.139633,2,3,0,32.2333,-0.0736681,0.453156,1.12609,-0.0249451,2.92633,18.7854,0.783706,2.97505
-30.4445,1,0.125266,3,7,0,30.7966,-0.0793283,0.333265,1.14977,-0.0274275,2.92067,17.9162,0.789569,2.97257
-30.3056,0.850604,0.214368,3,15,0,32.9939,0.124263,0.08107,1.25271,0.0726316,3.12426,16.0878,0.815047,3.07263
-31.7984,0.988182,0.0932997,4,31,0,32.6769,0.12359,-1.27375,1.21104,0.0449116,3.12359,6.26529,0.804733,3.04491
-31.292,0.996557,0.199818,3,11,0,32.4347,0.0646417,-1.23532,1.22646,0.0667059,3.06464,6.5439,0.808548,3.06671
